source,target,edge_type,weight,timestamp
u_21722,u_33,transaction,839.7766486320074,1700027138.7327294
u_2123,u_49855,transaction,738.4637679397847,1700027194.6631246
u_27421,u_29933,transaction,6091.604435632841,1700027609.3975687
u_21993,u_40738,transaction,1559.9318504827077,1700027776.0362074
u_1462,u_12183,transaction,603.5665756564848,1700027860.9691825
u_19300,u_5244,transaction,833.9811505934379,1700027873.4123876
u_108,u_28998,transaction,1239.5068172252775,1700028181.3352728
u_5917,u_12840,transaction,1595.313538267603,1700028403.403543
u_51031,u_51035,transaction,1307.2005072726515,1700028512.945319
u_51361,u_51377,transaction,615.3000689568992,1700028639.225978
u_13228,u_9878,transaction,1322.5577503582433,1700029247.4450095
u_21376,u_19937,transaction,1219.276975188671,1700029463.1375837
u_22231,u_21076,transaction,7646.034313002459,1700029510.9503846
u_28745,u_12659,transaction,4052.32640676289,1700030115.5407746
u_17893,u_31923,transaction,2668.1995435329814,1700030373.3932014
u_51351,u_51360,transaction,518.6688917090569,1700030515.3895159
u_42406,u_2301,transaction,410.59331073149446,1700030639.7201462
u_843,u_17893,transaction,4106.57247803296,1700030642.896029
u_3372,u_8517,transaction,1254.7845227392443,1700031368.1674237
u_5428,u_3193,transaction,836.4620880395189,1700031418.918335
u_51011,u_51021,transaction,1114.396960845792,1700032797.6746626
u_50480,u_50481,transaction,1764.5839780510187,1700032921.5096884
u_51,u_2755,transaction,5204.965253249231,1700033170.1815073
u_1308,u_1802,transaction,707.8094790438856,1700033269.7076414
u_47325,u_890,transaction,3996.5057196054768,1700034030.8713248
u_22024,u_21731,transaction,3002.720623257643,1700035110.8038816
u_42637,u_5818,transaction,718.2134104253471,1700035132.0662165
u_186,u_215,transaction,15299.672930757575,1700035387.7036142
u_36210,u_1093,transaction,953.2198248033285,1700035848.6110294
u_13114,u_590,transaction,930.1528267617153,1700036192.180687
u_7780,u_39385,transaction,2159.64902906801,1700036436.1986144
u_3517,u_33275,transaction,2032.1104736457328,1700037186.867648
u_19241,u_26287,transaction,874.1553406132931,1700037515.566235
u_46343,u_19249,transaction,3626.169373059714,1700037575.8535147
u_22691,u_26877,transaction,3154.398555191575,1700037843.5324502
u_604,u_33222,transaction,1440.949476345679,1700038038.5702083
u_5255,u_17279,transaction,3006.729954193006,1700038189.2715263
u_8948,u_47194,transaction,106.44985987744188,1700038325.4910243
u_34902,u_14524,transaction,6828.998569832179,1700038517.588586
u_15816,u_24641,transaction,1082.97362098898,1700038989.479745
u_43439,u_39862,transaction,5587.234847830468,1700038998.5319734
u_30081,u_2168,transaction,754.1296868253903,1700039442.7540305
u_29930,u_18934,transaction,497.2325283206774,1700039836.0342107
u_14693,u_17968,transaction,2052.522257037373,1700040057.8442607
u_108,u_142,transaction,6521.077935843637,1700040287.1183238
u_551,u_28173,transaction,835.021846647058,1700040312.1992176
u_17120,u_35411,transaction,1145.8238449778316,1700040490.5809765
u_1463,u_1981,transaction,485.4718650533213,1700040743.662375
u_5159,u_26202,transaction,5278.915354188579,1700040828.9263158
u_14219,u_8428,transaction,435.2116218537707,1700041086.6069856
u_2411,u_8808,transaction,1777.554683564553,1700041107.5295768
u_11815,u_21444,transaction,1491.6512924031272,1700041225.1414201
u_1414,u_13308,transaction,7266.080981621639,1700041230.9130647
u_51372,u_51377,transaction,1391.8159761236655,1700041387.5682428
u_9486,u_11346,transaction,1224.8778925685601,1700041509.34555
u_41,u_17897,transaction,1081.4947308994592,1700041824.8408523
u_8178,u_43893,transaction,3565.098591131085,1700042003.6243927
u_16004,u_20362,transaction,1252.535723090481,1700042248.3255103
u_4746,u_16560,transaction,3301.4542110145953,1700042616.487936
u_13155,u_10774,transaction,746.0191826459518,1700043198.41396
u_34125,u_21174,transaction,822.8927942265091,1700043204.728888
u_46303,u_7670,transaction,1852.760263052776,1700043338.8187222
u_15528,u_35832,transaction,3430.7800532444303,1700043344.2526898
u_266,u_929,transaction,657.1390400200308,1700043499.60018
u_17549,u_1925,transaction,3835.0319030582727,1700043603.4541445
u_49737,u_13082,transaction,7272.97634479055,1700043658.98043
u_823,u_218,transaction,2614.0951897294913,1700043803.916756
u_883,u_1105,transaction,8023.560236334846,1700043885.0354447
u_26865,u_712,transaction,1456.861115843077,1700044802.2253697
u_6267,u_47830,transaction,1103.5013144258655,1700045093.8655677
u_102,u_30350,transaction,11743.726737372848,1700045481.4674323
u_51044,u_51050,transaction,1068.8738267451063,1700045505.07689
u_32477,u_2051,transaction,1009.531198711653,1700045611.2095351
u_17414,u_4469,transaction,4943.972870659988,1700045676.449471
u_50116,u_50125,transaction,2575.2639455830226,1700045996.4609745
u_17955,u_41,transaction,1395.6213765456098,1700046175.6993217
u_50751,u_50764,transaction,1277.337309500214,1700046515.7838843
u_50920,u_50931,transaction,1497.3584747823115,1700046616.3587077
u_13298,u_2294,transaction,880.8528171193008,1700046684.538496
u_3568,u_30746,transaction,2768.084841507345,1700047641.4572423
u_31057,u_22060,transaction,1947.9047638762052,1700047810.0362403
u_13692,u_20021,transaction,1890.0504437561826,1700048016.7039926
u_1825,u_8451,transaction,121.10427518806011,1700048283.2792819
u_22,u_45262,transaction,1644.4738577393234,1700048581.385877
u_43764,u_34501,transaction,1405.9396017656768,1700049008.5201943
u_9015,u_45471,transaction,3705.384295362537,1700050371.4952147
u_18253,u_25,transaction,2188.3793458776872,1700050467.7836535
u_6704,u_14537,transaction,1862.0449377533428,1700052028.0284014
u_42339,u_1031,transaction,436.4396272343787,1700052359.0676978
u_33677,u_10947,transaction,355.1206397815927,1700052671.6176531
u_23079,u_454,transaction,400.5241961804887,1700052761.3343065
u_22061,u_47316,transaction,3072.795159234176,1700053727.6910849
u_2277,u_817,transaction,10006.886742418941,1700053742.9308412
u_32391,u_10200,transaction,881.9021503907738,1700053811.4832814
u_39849,u_162,transaction,1291.5690222557382,1700054252.8464172
u_10007,u_18236,transaction,461.98348624419435,1700054334.3161592
u_3692,u_7334,transaction,8373.88619021858,1700054621.831606
u_21243,u_14433,transaction,606.7192112512163,1700054633.9105394
u_39914,u_30470,transaction,5568.787055054231,1700054778.1823514
u_39513,u_34949,transaction,682.1116977172883,1700054783.953113
u_28,u_16,transaction,1728.4077396737848,1700055866.8847172
u_30119,u_16719,transaction,825.2439418342931,1700055885.0133035
u_43633,u_11177,transaction,1037.663585022608,1700056146.3711343
u_204,u_27162,transaction,1445.9581997003143,1700056277.7555616
u_67,u_4,transaction,602.4235536874917,1700056412.3555758
u_50281,u_50287,transaction,2411.0367184806064,1700057372.8300202
u_50198,u_50206,transaction,1830.4473844166046,1700057444.7728295
u_10782,u_32541,transaction,1198.1972240544017,1700057635.7181702
u_47131,u_46,transaction,1752.7496582874353,1700058176.7858357
u_12268,u_1585,transaction,3854.636795373999,1700058234.6870027
u_596,u_43163,transaction,2645.930481735381,1700058529.293139
u_46618,u_33693,transaction,1911.921315616874,1700058609.410633
u_4054,u_7654,transaction,4706.515886339302,1700058725.6673818
u_22699,u_13678,transaction,430.15166199665146,1700058933.9906332
u_6657,u_2945,transaction,311.62206497402195,1700058996.0769675
u_24932,u_8727,transaction,792.7325002796085,1700059288.195772
u_31596,u_6925,transaction,8219.632144080782,1700059913.7114968
u_13500,u_15449,transaction,6339.268754556068,1700060258.3049731
u_26924,u_14627,transaction,4258.628675338152,1700060486.2630134
u_8873,u_7490,transaction,842.6356824607163,1700060575.2636888
u_759,u_15255,transaction,679.5973253277484,1700060617.3097973
u_50020,u_50028,transaction,1913.6027126908841,1700060935.2368872
u_6054,u_25576,transaction,375.721301404584,1700060985.9612262
u_26129,u_4153,transaction,7925.922888250855,1700061107.1807961
u_6195,u_513,transaction,6895.278205542758,1700061348.6427326
u_24133,u_324,transaction,2164.390661467219,1700061858.3018978
u_94,u_28577,transaction,2306.8938009197414,1700061923.8079844
u_8255,u_816,transaction,1690.5711509277537,1700061937.1484401
u_5412,u_6836,transaction,1115.7214085011478,1700061975.3655925
u_50469,u_50471,transaction,2051.5892814712543,1700062185.6485462
u_20436,u_27879,transaction,1089.381263856494,1700062188.3726628
u_3892,u_37835,transaction,1747.7329572135584,1700062461.2691853
u_51162,u_51179,transaction,1216.9469100183944,1700062754.9118257
u_1882,u_3536,transaction,16492.97358759679,1700062943.9657576
u_50441,u_50443,transaction,2758.8174358253873,1700063094.227352
u_4593,u_14343,transaction,1892.19247674206,1700063222.703414
u_1323,u_24376,transaction,3536.942049249112,1700063266.5617812
u_37210,u_4061,transaction,3340.149534543296,1700063424.366497
u_11394,u_7008,transaction,944.1025305815525,1700063711.8921127
u_389,u_7056,transaction,7146.92943051904,1700063872.2418382
u_23757,u_35517,transaction,984.4909832469956,1700064138.4033723
u_13627,u_3266,transaction,1717.245910170266,1700064687.9067998
u_36975,u_9008,transaction,879.6683217520199,1700064800.0567584
u_6324,u_2074,transaction,1658.9336695600139,1700065127.2989075
u_25518,u_12611,transaction,508.7024128695114,1700065134.9032521
u_45356,u_37517,transaction,957.6114954363129,1700065179.3173978
u_6876,u_38828,transaction,1051.7668718016362,1700065446.5547132
u_3241,u_14760,transaction,1150.4514012505385,1700065524.152108
u_31136,u_36358,transaction,1116.8126164474152,1700065571.0072737
u_25075,u_108,transaction,364.6065405975985,1700065626.67243
u_5172,u_8978,transaction,8674.842330811753,1700065885.72113
u_6665,u_188,transaction,3205.3699168104595,1700066202.2578726
u_40472,u_43,transaction,764.7787946682106,1700066305.7675264
u_31543,u_11461,transaction,3569.6411819932027,1700066367.6541297
u_12267,u_15194,transaction,1182.5185814919084,1700066750.4613883
u_25267,u_17611,transaction,3013.302970565543,1700067399.573647
u_26827,u_13614,transaction,1865.8865149259507,1700067556.5584521
u_16853,u_43,transaction,721.9680879213172,1700067709.3697524
u_50829,u_50831,transaction,1404.9211942475395,1700067766.8077774
u_33937,u_3326,transaction,4363.6270907696035,1700067767.9197407
u_28724,u_2192,transaction,225.4437297025262,1700068315.505826
u_37918,u_7841,transaction,3724.4513258404954,1700068892.188005
u_13768,u_2514,transaction,2842.308338463566,1700069090.1218789
u_1958,u_42281,transaction,792.6245542984617,1700069438.5056133
u_24611,u_22039,transaction,6466.746661795739,1700069774.1401181
u_436,u_9426,transaction,3856.4706701689242,1700070217.8981183
u_40898,u_6978,transaction,1516.9181982115613,1700070277.0921137
u_3266,u_39242,transaction,833.6354376294037,1700070722.9083543
u_4238,u_19049,transaction,2763.888759457186,1700070825.1501875
u_12867,u_6664,transaction,15260.657259573829,1700071170.64446
u_6742,u_23532,transaction,2826.720545382682,1700071363.308336
u_4738,u_41,transaction,2305.1061654883597,1700071492.961738
u_6085,u_132,transaction,2407.602562366163,1700071507.116167
u_16680,u_3417,transaction,490.49277851687106,1700071772.8958328
u_6010,u_13822,transaction,1143.5160053332518,1700072017.5932374
u_17886,u_27491,transaction,4403.9075301561015,1700072139.6521077
u_28789,u_37794,transaction,10428.439383324217,1700072172.4227235
u_22381,u_45385,transaction,3282.7643549805566,1700072192.4875004
u_11619,u_14964,transaction,1788.5005441797443,1700072962.2646267
u_50079,u_50083,transaction,4364.578230238196,1700073149.7071257
u_14,u_5277,transaction,5949.667907676787,1700073195.4294326
u_28350,u_3970,transaction,2033.1211087674938,1700073433.2777123
u_35230,u_1647,transaction,7918.320673237852,1700073771.0902057
u_19759,u_31254,transaction,12102.782765376909,1700073827.1545105
u_48684,u_20368,transaction,3566.618699512011,1700073857.5902903
u_4093,u_2727,transaction,3278.5516227928433,1700074097.4725904
u_43297,u_4703,transaction,1183.5105202057825,1700074665.4440923
u_48141,u_3231,transaction,995.2623906397018,1700075000.5232677
u_8763,u_38648,transaction,5468.230899067925,1700075129.0184238
u_116,u_5752,transaction,279.6279721021292,1700075361.172129
u_100,u_181,transaction,732.2283058242098,1700075736.258085
u_46539,u_7513,transaction,1741.2617926227103,1700076136.1867065
u_2284,u_42660,transaction,5065.710554293709,1700076234.4087586
u_3811,u_13815,transaction,4414.26816518995,1700076965.455152
u_8929,u_1989,transaction,2342.021689564452,1700076992.4435456
u_51287,u_51293,transaction,1231.044718808613,1700077006.9552362
u_6270,u_1646,transaction,5100.946581210668,1700077019.4668736
u_66,u_1149,transaction,1227.0524217816985,1700077102.5390706
u_4687,u_1367,transaction,5550.754494123443,1700077387.33184
u_35095,u_4767,transaction,6450.367738842694,1700077517.9082694
u_50411,u_50415,transaction,1685.916038574631,1700077587.386199
u_382,u_303,transaction,1555.6979085728565,1700078197.3384335
u_5433,u_46981,transaction,2796.007063716436,1700078330.9975424
u_27517,u_15414,transaction,2609.2394079936444,1700078595.8875515
u_40121,u_183,transaction,1282.7917969537657,1700078985.3892553
u_4004,u_17419,transaction,3169.954868888004,1700079252.0141013
u_22560,u_2644,transaction,3589.821714709795,1700079455.4073794
u_42249,u_45813,transaction,4669.527166865091,1700079557.5169387
u_12552,u_418,transaction,3116.9946846841835,1700079652.1812937
u_51080,u_51087,transaction,1191.248815352101,1700079951.3090227
u_42180,u_43091,transaction,4893.1009079747455,1700079991.5054576
u_23350,u_15139,transaction,1367.1622725026807,1700080038.2896726
u_4140,u_4790,transaction,458.30479411843083,1700080339.2705104
u_36919,u_3131,transaction,2426.201243322025,1700080662.8404922
u_50031,u_50039,transaction,1998.190923877371,1700081198.6834872
u_14928,u_28592,transaction,4134.474148720785,1700081273.3676515
u_48725,u_34880,transaction,4875.248272789932,1700081523.630586
u_34802,u_15,transaction,1254.2874450702855,1700081535.7092824
u_20707,u_30572,transaction,1089.0454140937616,1700081599.2465124
u_35443,u_2669,transaction,3265.3953377692715,1700081751.979844
u_26478,u_99,transaction,435.30280301199946,1700082175.9425585
u_11697,u_12955,transaction,3110.5661909961423,1700082545.4721906
u_2783,u_20954,transaction,515.8618582165096,1700082643.190161
u_11992,u_31923,transaction,2903.9667347749883,1700082757.610104
u_10609,u_4675,transaction,3378.9433931252356,1700082867.574747
u_266,u_18707,transaction,783.6075568475846,1700082931.548356
u_31121,u_23059,transaction,2111.577724658031,1700083349.0826519
u_24236,u_4354,transaction,725.8996642942503,1700083897.0732977
u_4979,u_41028,transaction,3374.8960979905287,1700083984.469681
u_38726,u_36610,transaction,947.4486025507222,1700084281.1800728
u_17723,u_4902,transaction,7059.520453063636,1700084625.9745576
u_15652,u_14799,transaction,909.8389487318565,1700084697.3289096
u_1903,u_15983,transaction,2079.509302988796,1700084859.9566648
u_73,u_5584,transaction,770.1617255386182,1700084955.3260896
u_51254,u_51264,transaction,1754.0153519491382,1700085771.9891856
u_34962,u_11082,transaction,4992.179585164648,1700085909.8144584
u_50850,u_50862,transaction,1709.6362876002415,1700086085.6616476
u_3698,u_22758,transaction,2403.6761975530026,1700086093.4277382
u_1250,u_25273,transaction,3196.331163722481,1700086125.826624
u_3601,u_29588,transaction,2215.5056804307237,1700086267.920611
u_5200,u_6,transaction,531.4992377916142,1700086626.7507405
u_48072,u_10301,transaction,1637.3332597544377,1700087038.8392794
u_51029,u_51036,transaction,730.1025869553755,1700087136.8758705
u_4616,u_122,transaction,2394.6488178962622,1700087699.5212297
u_38709,u_43588,transaction,3809.1100733342955,1700087843.9379828
u_10159,u_6464,transaction,797.5713789648415,1700088124.180169
u_5183,u_2046,transaction,4701.8154125724195,1700088536.8269143
u_12608,u_262,transaction,849.473773396075,1700088960.3037434
u_945,u_29693,transaction,590.1224781105713,1700089156.395659
u_19281,u_10476,transaction,1199.872509994852,1700090101.7362323
u_51239,u_51249,transaction,973.5168326041841,1700090243.9137437
u_48773,u_2635,transaction,5873.775240327304,1700090398.7828476
u_11149,u_19221,transaction,1231.0375426535218,1700090416.336885
u_198,u_20741,transaction,21991.92201378837,1700090444.9142992
u_243,u_8678,transaction,218.17694348469652,1700090669.5334573
u_42684,u_39068,transaction,782.5785295916771,1700090801.1161673
u_51014,u_51020,transaction,1829.4691122197407,1700090856.2533567
u_1066,u_32433,transaction,556.1713936464496,1700090919.1260278
u_5783,u_24093,transaction,5371.001419615715,1700091099.299553
u_38715,u_8259,transaction,1703.338943233718,1700091111.221894
u_11149,u_19660,transaction,630.3767023027262,1700091334.200785
u_3158,u_27679,transaction,1800.6935277612129,1700091576.0076914
u_5781,u_797,transaction,1455.3227110888947,1700091649.2656293
u_482,u_4608,transaction,4270.9342960322265,1700091832.647539
u_4577,u_22205,transaction,1953.067507277747,1700091933.5639439
u_3125,u_38463,transaction,5974.032335768559,1700091969.1464014
u_27094,u_2267,transaction,2515.215564699488,1700091987.1849155
u_12403,u_10849,transaction,4702.279852618387,1700092090.933894
u_47617,u_543,transaction,1077.83701703023,1700092268.1247303
u_29419,u_33,transaction,1682.4222987298242,1700092376.4772358
u_2302,u_8046,transaction,1418.4234001260595,1700092461.8134413
u_51056,u_51066,transaction,1376.3321366134696,1700092525.1959248
u_25304,u_6746,transaction,1824.0023201254533,1700092543.9833622
u_27715,u_30108,transaction,2060.4713050288015,1700092556.8521218
u_1716,u_245,transaction,6005.397384597202,1700092646.015521
u_28489,u_6892,transaction,6491.707988779478,1700092767.2363718
u_4,u_14185,transaction,1079.1007756129836,1700092775.8854222
u_36505,u_30294,transaction,2080.4923883487427,1700093075.6843107
u_871,u_8183,transaction,968.9674687096955,1700093401.06556
u_1057,u_26196,transaction,8369.653164385032,1700093628.1225972
u_2988,u_11821,transaction,1921.35389949147,1700093683.496863
u_3343,u_27703,transaction,727.4267425637777,1700093760.5165854
u_1691,u_34593,transaction,34052.47180475556,1700093958.6968906
u_2359,u_19807,transaction,988.3281846444692,1700093981.930004
u_33160,u_40521,transaction,2200.0622637857578,1700094372.7991254
u_24504,u_40919,transaction,5971.5563160993925,1700094769.2443142
u_46498,u_3724,transaction,1721.6440721022066,1700095014.675338
u_1597,u_16189,transaction,409.91234127682844,1700095292.0095904
u_11825,u_6107,transaction,751.8343179830492,1700095517.3561056
u_13834,u_17,transaction,2998.1041937337,1700095595.024057
u_15584,u_9234,transaction,1880.7897515767074,1700095726.0608613
u_9008,u_4071,transaction,1028.445605149783,1700096202.2875896
u_759,u_4766,transaction,3271.8186061523415,1700096668.66349
u_35524,u_1249,transaction,2284.3756461388834,1700096781.258138
u_50795,u_50796,transaction,512.3772421798262,1700096796.350418
u_44215,u_39,transaction,994.7795372205661,1700096917.2001305
u_2836,u_33253,transaction,3994.6490927476434,1700097092.871008
u_17838,u_3211,transaction,5954.481059989409,1700097099.571816
u_18,u_7207,transaction,2190.5097209517035,1700097224.9213603
u_46804,u_45036,transaction,14073.843904660076,1700097399.9914002
u_11141,u_4354,transaction,395.6990408765074,1700097425.027246
u_39983,u_44863,transaction,2406.198239132197,1700097428.1932576
u_703,u_30821,transaction,16839.77473672396,1700098107.0279145
u_2159,u_38973,transaction,2140.2002362220774,1700098239.0417516
u_10287,u_29149,transaction,1523.1021155725994,1700098801.896121
u_54,u_6867,transaction,3530.11317481504,1700098995.639354
u_1081,u_1009,transaction,4094.7753151981087,1700099150.7273138
u_25818,u_17440,transaction,826.6725252418108,1700099336.5539172
u_10517,u_1325,transaction,1379.709985822147,1700100089.2310114
u_3158,u_122,transaction,2888.6373408240365,1700100175.884345
u_5122,u_10032,transaction,3910.426768212958,1700100210.9976666
u_3148,u_2499,transaction,823.0061893039393,1700100352.5016963
u_14983,u_2806,transaction,1584.2452835281497,1700100676.7742934
u_7340,u_29613,transaction,252.1177353783882,1700101017.3179147
u_448,u_193,transaction,670.0966751677526,1700101038.699449
u_17748,u_23738,transaction,867.1888616176349,1700101057.704515
u_50853,u_50860,transaction,699.7967803324361,1700101096.9160297
u_6635,u_22280,transaction,7563.974947947869,1700101490.6440823
u_3330,u_5717,transaction,5672.365640214023,1700101553.8995135
u_818,u_47777,transaction,709.2221245549506,1700101739.9081085
u_33087,u_14657,transaction,3248.3556750930793,1700101982.1990879
u_1834,u_6956,transaction,3923.086727581861,1700102771.8949947
u_7254,u_37405,transaction,1131.7313266453052,1700102808.786485
u_3621,u_134,transaction,992.8775612263165,1700102830.7067575
u_157,u_39389,transaction,596.1810788855569,1700102897.8150313
u_7529,u_12261,transaction,959.4982432131744,1700103147.395567
u_4647,u_3813,transaction,2902.7313446817784,1700103467.943762
u_37776,u_27958,transaction,412.84617768917855,1700103764.7135096
u_49510,u_13095,transaction,2014.2131880402017,1700103938.8470976
u_8805,u_1413,transaction,5677.652128267329,1700104147.248719
u_30638,u_30236,transaction,1327.2753830146423,1700104378.3134665
u_1042,u_15636,transaction,2517.1108341833747,1700104441.3404016
u_50807,u_50817,transaction,1087.2363907997305,1700104546.0780516
u_21946,u_7739,transaction,2109.1321566214538,1700104638.1905756
