resource,user_id,first_used_timestamp
dev_31da2137,u_34274,1700007560.315116
ip_87.116.192.88,u_34274,1700007560.315116
card_688cdbdc,u_34274,1700007560.315116
dev_45b3cd5d,u_43218,1700008217.4020116
ip_155.129.109.1,u_43218,1700008217.4020116
card_b44c1877,u_43218,1700008217.4020116
dev_c4475544,u_12902,1700008580.874811
ip_195.82.116.247,u_12902,1700008580.874811
card_800e3860,u_12902,1700008580.874811
dev_a460e697,u_50238,1700008739.0075626
ip_218.F.F.F,u_50238,1700008739.0075626
card_d6612d39,u_50238,1700008739.0075626
dev_6458a58c,u_11698,1700009074.0362935
ip_140.120.210.49,u_11698,1700009074.0362935
card_2eccac54,u_11698,1700009074.0362935
dev_5035edac,u_47869,1700009281.2441075
ip_21.247.9.92,u_47869,1700009281.2441075
card_d3828e55,u_47869,1700009281.2441075
dev_be1d6dfc,u_28320,1700009371.0926068
ip_68.118.223.161,u_28320,1700009371.0926068
card_19814b17,u_28320,1700009371.0926068
dev_eb1fe745,u_2196,1700009677.5948124
ip_101.19.140.121,u_2196,1700009677.5948124
card_1bfe7204,u_2196,1700009677.5948124
dev_0a949087,u_50385,1700009851.5034027
ip_61.F.F.F,u_50385,1700009851.5034027
card_0922a3ed,u_50385,1700009851.5034027
dev_52cbea5b,u_48309,1700009855.2539213
ip_12.23.86.212,u_48309,1700009855.2539213
card_e2b2abc3,u_48309,1700009855.2539213
dev_a0c3c46d,u_50357,1700009985.3274455
ip_208.F.F.F,u_50357,1700009985.3274455
card_2250fd69,u_50357,1700009985.3274455
dev_c2d857a6,u_13309,1700009993.8254561
ip_247.66.239.196,u_13309,1700009993.8254561
card_7adb01e0,u_13309,1700009993.8254561
dev_82cd1a44,u_524,1700010553.576089
ip_8.16.123.217,u_524,1700010553.576089
card_2d069c91,u_524,1700010553.576089
dev_51fa906f,u_34084,1700010626.2088246
ip_97.93.116.74,u_34084,1700010626.2088246
card_f05f2868,u_34084,1700010626.2088246
dev_393b2272,u_22643,1700010705.653378
ip_227.162.116.81,u_22643,1700010705.653378
card_2e54498a,u_22643,1700010705.653378
dev_1cc6287f,u_165,1700011810.128387
ip_28.98.224.10,u_165,1700011810.128387
card_4eeff069,u_165,1700011810.128387
dev_da723483,u_5481,1700012024.4241836
ip_1.157.154.193,u_5481,1700012024.4241836
card_230b6c49,u_5481,1700012024.4241836
dev_c1c91f0c,u_50957,1700012388.653591
ip_22.B.B.B,u_50957,1700012388.653591
card_fd09588d,u_50957,1700012388.653591
dev_e6927529,u_1200,1700012563.34099
ip_99.109.48.125,u_1200,1700012563.34099
card_16827f0d,u_1200,1700012563.34099
dev_d0822a86,u_18336,1700012569.8353765
ip_136.135.90.135,u_18336,1700012569.8353765
card_5485bcaf,u_18336,1700012569.8353765
dev_3f0acb0f,u_9833,1700012645.7208333
ip_1.121.36.200,u_9833,1700012645.7208333
card_41eafe4d,u_9833,1700012645.7208333
dev_4aef983d,u_28452,1700012712.2747786
ip_161.161.214.242,u_28452,1700012712.2747786
card_548ada53,u_28452,1700012712.2747786
dev_ce9f5e56,u_44395,1700012712.4189427
ip_241.135.82.251,u_44395,1700012712.4189427
card_572bc17b,u_44395,1700012712.4189427
dev_4411b1e2,u_714,1700013682.70272
ip_86.35.12.91,u_714,1700013682.70272
card_503a4a9f,u_714,1700013682.70272
dev_56fa0ad1,u_2258,1700013803.1812747
ip_21.120.206.164,u_2258,1700013803.1812747
card_b4e6e562,u_2258,1700013803.1812747
dev_2d52004f,u_13225,1700013911.183531
ip_16.234.26.174,u_13225,1700013911.183531
card_7016f87c,u_13225,1700013911.183531
dev_581abe0b,u_6354,1700014091.9108038
ip_17.127.89.232,u_6354,1700014091.9108038
card_670dad34,u_6354,1700014091.9108038
dev_ad8e8707,u_1,1700014259.2231739
ip_59.242.157.33,u_1,1700014259.2231739
card_9128252a,u_1,1700014259.2231739
dev_fca09a9b,u_21880,1700014491.451308
ip_127.122.52.16,u_21880,1700014491.451308
card_1bc910e6,u_21880,1700014491.451308
dev_a15fae86,u_32735,1700014558.9763
ip_238.30.167.24,u_32735,1700014558.9763
card_08bff0c9,u_32735,1700014558.9763
dev_b57d7f2e,u_47284,1700014578.1805844
ip_16.78.149.74,u_47284,1700014578.1805844
card_c51087d2,u_47284,1700014578.1805844
dev_c3283953,u_45675,1700014599.4133062
ip_120.82.124.217,u_45675,1700014599.4133062
card_82555a0e,u_45675,1700014599.4133062
dev_92eedcb3,u_16518,1700014773.627242
ip_68.172.6.103,u_16518,1700014773.627242
card_ff92bea6,u_16518,1700014773.627242
dev_f8d7b33d,u_12153,1700015017.4602597
ip_72.139.57.125,u_12153,1700015017.4602597
card_92003649,u_12153,1700015017.4602597
dev_b33de469,u_25381,1700015166.7700465
ip_164.140.249.228,u_25381,1700015166.7700465
card_9da69b08,u_25381,1700015166.7700465
dev_bc4d0df6,u_30452,1700015643.5201678
ip_142.65.26.191,u_30452,1700015643.5201678
card_e2cfff87,u_30452,1700015643.5201678
dev_f7835853,u_45001,1700015846.2034109
ip_74.240.47.248,u_45001,1700015846.2034109
card_e698f033,u_45001,1700015846.2034109
dev_3dca17e5,u_50354,1700015906.9124815
ip_208.F.F.F,u_50354,1700015906.9124815
card_6c663927,u_50354,1700015906.9124815
dev_8c2ca98b,u_33113,1700015997.5708857
ip_92.132.142.218,u_33113,1700015997.5708857
card_00dba520,u_33113,1700015997.5708857
dev_90afe8ba,u_33978,1700016167.9041715
ip_77.47.201.202,u_33978,1700016167.9041715
card_a13feb84,u_33978,1700016167.9041715
dev_700b17b3,u_47900,1700017242.7808387
ip_179.251.81.173,u_47900,1700017242.7808387
card_5f2e50bf,u_47900,1700017242.7808387
dev_dcf20cb2,u_20318,1700017256.7857015
ip_10.245.201.157,u_20318,1700017256.7857015
card_93ddbbfe,u_20318,1700017256.7857015
dev_57bf88e9,u_44226,1700017540.8359675
ip_204.10.212.255,u_44226,1700017540.8359675
card_2f9f78c7,u_44226,1700017540.8359675
dev_fff0c862,u_2475,1700017691.7942438
ip_230.98.210.18,u_2475,1700017691.7942438
card_4a4d1b26,u_2475,1700017691.7942438
dev_c5e77775,u_45575,1700017781.967377
ip_138.194.94.198,u_45575,1700017781.967377
card_33828181,u_45575,1700017781.967377
dev_9e300f81,u_1196,1700017818.5656796
ip_35.81.31.62,u_1196,1700017818.5656796
card_8f833a85,u_1196,1700017818.5656796
dev_010b4451,u_24477,1700017850.8715405
ip_196.123.236.89,u_24477,1700017850.8715405
card_e0e681a6,u_24477,1700017850.8715405
dev_37249436,u_1703,1700018024.6357963
ip_93.206.174.81,u_1703,1700018024.6357963
card_8dbc3dc5,u_1703,1700018024.6357963
dev_e37af4a2,u_253,1700018098.7128968
ip_98.84.55.117,u_253,1700018098.7128968
card_52f87e66,u_253,1700018098.7128968
dev_c90f19ef,u_7854,1700018842.786993
ip_170.36.14.30,u_7854,1700018842.786993
card_3dae5acb,u_7854,1700018842.786993
dev_8ff76361,u_1345,1700018956.0275023
ip_131.1.12.220,u_1345,1700018956.0275023
card_c316bb0f,u_1345,1700018956.0275023
dev_052670c0,u_18941,1700019066.4622765
ip_39.22.62.83,u_18941,1700019066.4622765
card_782dff49,u_18941,1700019066.4622765
dev_b913b49e,u_16353,1700019645.3605278
ip_88.175.139.87,u_16353,1700019645.3605278
card_7a3f4f04,u_16353,1700019645.3605278
dev_fc5fd845,u_8913,1700019750.1239333
ip_105.68.5.135,u_8913,1700019750.1239333
card_e5d5298d,u_8913,1700019750.1239333
dev_ae69efe7,u_2103,1700019842.6811213
ip_34.251.148.176,u_2103,1700019842.6811213
card_4d08e44e,u_2103,1700019842.6811213
dev_0829f01d,u_1761,1700020194.9909577
ip_205.75.141.134,u_1761,1700020194.9909577
card_64389c76,u_1761,1700020194.9909577
dev_7ef2a839,u_17582,1700020357.7541773
ip_157.3.79.252,u_17582,1700020357.7541773
card_58111ce9,u_17582,1700020357.7541773
dev_f874dd1b,u_13,1700020390.21668
ip_24.98.25.92,u_13,1700020390.21668
card_ee7d872e,u_13,1700020390.21668
dev_f7312c2b,u_807,1700020780.6031263
ip_177.16.41.113,u_807,1700020780.6031263
card_cea9ea7d,u_807,1700020780.6031263
dev_7909eec9,u_3291,1700020786.613112
ip_170.150.55.150,u_3291,1700020786.613112
card_8cc97ea3,u_3291,1700020786.613112
dev_2c11132d,u_28864,1700021300.4357176
ip_36.253.164.176,u_28864,1700021300.4357176
card_89cb461c,u_28864,1700021300.4357176
dev_fdc4ad2d,u_895,1700022412.840104
ip_164.60.14.26,u_895,1700022412.840104
card_47fb3e78,u_895,1700022412.840104
dev_b7f209e4,u_46787,1700022642.031655
ip_110.119.61.234,u_46787,1700022642.031655
card_4774c55c,u_46787,1700022642.031655
dev_845b910c,u_12564,1700022912.266469
ip_10.49.16.207,u_12564,1700022912.266469
card_efc8a4fe,u_12564,1700022912.266469
dev_2b434af7,u_12683,1700022979.557945
ip_187.77.175.242,u_12683,1700022979.557945
card_3b04af17,u_12683,1700022979.557945
dev_e42a841b,u_16737,1700023647.7343829
ip_54.207.234.200,u_16737,1700023647.7343829
card_7e9a63f6,u_16737,1700023647.7343829
dev_4fc9cba4,u_41510,1700024041.5566063
ip_87.43.47.105,u_41510,1700024041.5566063
card_540d5168,u_41510,1700024041.5566063
dev_945861c3,u_22785,1700024131.3774636
ip_92.116.156.226,u_22785,1700024131.3774636
card_f4123061,u_22785,1700024131.3774636
dev_264c8c19,u_23500,1700024341.4934978
ip_14.92.137.73,u_23500,1700024341.4934978
card_6ddd7756,u_23500,1700024341.4934978
dev_ab3cccf1,u_1498,1700024598.465718
ip_20.141.242.230,u_1498,1700024598.465718
card_5fc130d1,u_1498,1700024598.465718
dev_1c9a69c3,u_33887,1700025212.4423459
ip_140.188.93.171,u_33887,1700025212.4423459
card_555fd465,u_33887,1700025212.4423459
dev_dec58aaf,u_5699,1700025326.6078274
ip_151.207.163.158,u_5699,1700025326.6078274
card_fbde0985,u_5699,1700025326.6078274
dev_98ebf5be,u_18259,1700025367.82688
ip_20.93.128.124,u_18259,1700025367.82688
card_a9cb461a,u_18259,1700025367.82688
dev_24580acf,u_20422,1700025469.5765722
ip_121.203.2.41,u_20422,1700025469.5765722
card_48c0d885,u_20422,1700025469.5765722
dev_29d858a7,u_22316,1700025530.5185785
ip_105.18.135.44,u_22316,1700025530.5185785
card_0ed8c435,u_22316,1700025530.5185785
dev_08258c1c,u_18614,1700025709.2739167
ip_164.227.127.41,u_18614,1700025709.2739167
card_96d74fce,u_18614,1700025709.2739167
dev_5495e481,u_3593,1700025711.2970476
ip_231.3.173.45,u_3593,1700025711.2970476
card_7641751c,u_3593,1700025711.2970476
dev_0330b600,u_47016,1700026034.6547735
ip_192.201.255.3,u_47016,1700026034.6547735
card_bc7ebda2,u_47016,1700026034.6547735
dev_d8f10310,u_5876,1700026155.1245263
ip_250.119.172.152,u_5876,1700026155.1245263
card_1247ad54,u_5876,1700026155.1245263
dev_a0a292a9,u_44045,1700026186.1201384
ip_12.144.226.58,u_44045,1700026186.1201384
card_ed8c2433,u_44045,1700026186.1201384
dev_0a14a9b5,u_51220,1700026765.3991115
ip_100.B.B.B,u_51220,1700026765.3991115
card_e6feaf32,u_51220,1700026765.3991115
dev_471e968d,u_50969,1700026914.8888006
ip_88.B.B.B,u_50969,1700026914.8888006
card_30def88e,u_50969,1700026914.8888006
dev_c8dda884,u_32,1700027049.2642417
ip_216.197.199.15,u_32,1700027049.2642417
card_4650e843,u_32,1700027049.2642417
dev_f72d4b47,u_21722,1700027138.7327294
ip_54.106.127.134,u_21722,1700027138.7327294
card_f2c058fc,u_21722,1700027138.7327294
dev_a9e36bcb,u_2123,1700027194.6631246
ip_167.138.45.251,u_2123,1700027194.6631246
card_03323752,u_2123,1700027194.6631246
dev_df377fa5,u_27421,1700027609.3975687
ip_106.100.113.57,u_27421,1700027609.3975687
card_da964461,u_27421,1700027609.3975687
dev_c6619ea7,u_21993,1700027776.0362074
ip_201.155.248.1,u_21993,1700027776.0362074
card_61517b68,u_21993,1700027776.0362074
dev_6789fd82,u_1462,1700027860.9691825
ip_170.102.151.26,u_1462,1700027860.9691825
card_29ff1ffd,u_1462,1700027860.9691825
dev_fb688cdd,u_19300,1700027873.4123876
ip_94.113.136.237,u_19300,1700027873.4123876
card_52610cdc,u_19300,1700027873.4123876
dev_e606cec4,u_108,1700028181.3352728
ip_40.49.76.56,u_108,1700028181.3352728
card_4b176fcb,u_108,1700028181.3352728
dev_8a9d10eb,u_5917,1700028403.403543
ip_163.163.220.159,u_5917,1700028403.403543
card_71ecf7bb,u_5917,1700028403.403543
dev_9e5c2094,u_51031,1700028512.945319
ip_155.B.B.B,u_51031,1700028512.945319
card_4383dc91,u_51031,1700028512.945319
dev_c0c7f965,u_51361,1700028639.225978
ip_103.B.B.B,u_51361,1700028639.225978
card_81e205dd,u_51361,1700028639.225978
dev_1523985c,u_13228,1700029247.4450095
ip_193.118.48.210,u_13228,1700029247.4450095
card_333b53cb,u_13228,1700029247.4450095
dev_ef3eb33d,u_21376,1700029463.1375837
ip_94.44.100.14,u_21376,1700029463.1375837
card_5a5baafb,u_21376,1700029463.1375837
dev_4c1dea74,u_22231,1700029510.9503846
ip_63.185.68.38,u_22231,1700029510.9503846
card_1db657b9,u_22231,1700029510.9503846
dev_c052bbef,u_28745,1700030115.5407746
ip_171.44.229.191,u_28745,1700030115.5407746
card_148a92d0,u_28745,1700030115.5407746
dev_4613921f,u_17893,1700030373.3932014
ip_35.40.203.198,u_17893,1700030373.3932014
card_9fc71f96,u_17893,1700030373.3932014
dev_ac4b2bd9,u_51351,1700030515.3895159
ip_78.B.B.B,u_51351,1700030515.3895159
card_d28d5e69,u_51351,1700030515.3895159
dev_f156d7e3,u_42406,1700030639.7201462
ip_200.230.240.57,u_42406,1700030639.7201462
card_8f4c80a1,u_42406,1700030639.7201462
dev_434cba7b,u_843,1700030642.896029
ip_183.86.206.122,u_843,1700030642.896029
card_122a7544,u_843,1700030642.896029
dev_577f31ed,u_3372,1700031368.1674237
ip_6.221.116.150,u_3372,1700031368.1674237
card_475f9fc7,u_3372,1700031368.1674237
dev_7257685d,u_5428,1700031418.918335
ip_132.198.54.67,u_5428,1700031418.918335
card_5d91d331,u_5428,1700031418.918335
dev_1ea23f2f,u_51011,1700032797.6746626
ip_97.B.B.B,u_51011,1700032797.6746626
card_e49aea57,u_51011,1700032797.6746626
dev_d4658d1a,u_50480,1700032921.5096884
ip_167.F.F.F,u_50480,1700032921.5096884
card_9b54c996,u_50480,1700032921.5096884
dev_d56d485a,u_51,1700033170.1815073
ip_193.69.197.165,u_51,1700033170.1815073
card_3afc0db1,u_51,1700033170.1815073
dev_c158274c,u_1308,1700033269.7076414
ip_221.215.146.108,u_1308,1700033269.7076414
card_2d1dbf62,u_1308,1700033269.7076414
dev_9ff7ddaa,u_47325,1700034030.8713248
ip_143.201.211.254,u_47325,1700034030.8713248
card_8b0118b5,u_47325,1700034030.8713248
dev_37af6933,u_22024,1700035110.8038816
ip_252.250.59.112,u_22024,1700035110.8038816
card_5fbdb502,u_22024,1700035110.8038816
dev_37caec43,u_42637,1700035132.0662165
ip_195.120.113.109,u_42637,1700035132.0662165
card_bd6bf0b9,u_42637,1700035132.0662165
dev_d6e354d7,u_186,1700035387.7036142
ip_18.243.171.236,u_186,1700035387.7036142
card_0b5ddea9,u_186,1700035387.7036142
dev_9543710a,u_36210,1700035848.6110294
ip_8.27.97.206,u_36210,1700035848.6110294
card_10b1afb1,u_36210,1700035848.6110294
dev_c3f5b22e,u_13114,1700036192.180687
ip_152.199.148.170,u_13114,1700036192.180687
card_9ad614c9,u_13114,1700036192.180687
dev_f2e52733,u_7780,1700036436.1986144
ip_145.168.150.248,u_7780,1700036436.1986144
card_051d83de,u_7780,1700036436.1986144
dev_44402f0b,u_3517,1700037186.867648
ip_105.68.118.134,u_3517,1700037186.867648
card_be4f7709,u_3517,1700037186.867648
dev_bb33c2cd,u_19241,1700037515.566235
ip_11.64.18.254,u_19241,1700037515.566235
card_a48656cc,u_19241,1700037515.566235
dev_971542e1,u_46343,1700037575.8535147
ip_40.247.195.159,u_46343,1700037575.8535147
card_3397895b,u_46343,1700037575.8535147
dev_4dc66a00,u_22691,1700037843.5324502
ip_33.156.68.138,u_22691,1700037843.5324502
card_8c994bde,u_22691,1700037843.5324502
dev_15875466,u_604,1700038038.5702083
ip_210.166.209.38,u_604,1700038038.5702083
card_0ae36522,u_604,1700038038.5702083
dev_c8f17d25,u_5255,1700038189.2715263
ip_34.210.190.225,u_5255,1700038189.2715263
card_90b0d78f,u_5255,1700038189.2715263
dev_1aac320f,u_8948,1700038325.4910243
ip_157.56.242.18,u_8948,1700038325.4910243
card_e4f1328d,u_8948,1700038325.4910243
dev_91b55dbb,u_34902,1700038517.588586
ip_245.195.217.69,u_34902,1700038517.588586
card_c1333282,u_34902,1700038517.588586
dev_64ba5d7f,u_15816,1700038989.479745
ip_228.163.20.26,u_15816,1700038989.479745
card_585a198d,u_15816,1700038989.479745
dev_f4a8e7c2,u_43439,1700038998.5319734
ip_92.124.87.246,u_43439,1700038998.5319734
card_163797d3,u_43439,1700038998.5319734
dev_ef88a4fc,u_30081,1700039442.7540305
ip_88.8.54.186,u_30081,1700039442.7540305
card_cb7fbb74,u_30081,1700039442.7540305
dev_3b3ba574,u_29930,1700039836.0342107
ip_142.202.219.127,u_29930,1700039836.0342107
card_fc6aee40,u_29930,1700039836.0342107
dev_a428a170,u_14693,1700040057.8442607
ip_99.76.95.217,u_14693,1700040057.8442607
card_c592c296,u_14693,1700040057.8442607
dev_daeb4e37,u_551,1700040312.1992176
ip_91.27.148.130,u_551,1700040312.1992176
card_e3f0d614,u_551,1700040312.1992176
dev_648c57a8,u_17120,1700040490.5809765
ip_112.192.43.6,u_17120,1700040490.5809765
card_877ce026,u_17120,1700040490.5809765
dev_1f374ca6,u_1463,1700040743.662375
ip_87.78.83.35,u_1463,1700040743.662375
card_a07d2893,u_1463,1700040743.662375
dev_cc3d8452,u_5159,1700040828.9263158
ip_82.194.46.245,u_5159,1700040828.9263158
card_3663a57a,u_5159,1700040828.9263158
dev_acd5bf5e,u_14219,1700041086.6069856
ip_242.139.180.170,u_14219,1700041086.6069856
card_7432d9ef,u_14219,1700041086.6069856
dev_0cf47f38,u_2411,1700041107.5295768
ip_245.253.113.222,u_2411,1700041107.5295768
card_b6aa2831,u_2411,1700041107.5295768
dev_8ae5f03f,u_11815,1700041225.1414201
ip_197.118.217.1,u_11815,1700041225.1414201
card_f6eafd80,u_11815,1700041225.1414201
dev_346accff,u_1414,1700041230.9130647
ip_32.11.242.119,u_1414,1700041230.9130647
card_0b5617c9,u_1414,1700041230.9130647
dev_52e5a24d,u_51372,1700041387.5682428
ip_184.B.B.B,u_51372,1700041387.5682428
card_eade6bf0,u_51372,1700041387.5682428
dev_c6f75106,u_9486,1700041509.34555
ip_220.131.224.27,u_9486,1700041509.34555
card_6f4d4102,u_9486,1700041509.34555
dev_49280f3a,u_41,1700041824.8408523
ip_150.110.230.150,u_41,1700041824.8408523
card_2a358d95,u_41,1700041824.8408523
dev_d52a7a1a,u_8178,1700042003.6243927
ip_184.105.203.68,u_8178,1700042003.6243927
card_6faf9647,u_8178,1700042003.6243927
dev_428a0219,u_16004,1700042248.3255103
ip_146.193.59.91,u_16004,1700042248.3255103
card_89bdc0f4,u_16004,1700042248.3255103
dev_d4e13fe3,u_4746,1700042616.487936
ip_152.195.136.132,u_4746,1700042616.487936
card_53e956ca,u_4746,1700042616.487936
dev_bb2465b3,u_13155,1700043198.41396
ip_23.222.67.86,u_13155,1700043198.41396
card_c8e7b9b1,u_13155,1700043198.41396
dev_0c568e8a,u_34125,1700043204.728888
ip_47.41.62.31,u_34125,1700043204.728888
card_dc3034d1,u_34125,1700043204.728888
dev_5e314fdb,u_46303,1700043338.8187222
ip_110.60.151.32,u_46303,1700043338.8187222
card_bf9ed045,u_46303,1700043338.8187222
dev_2318b913,u_15528,1700043344.2526898
ip_176.205.234.228,u_15528,1700043344.2526898
card_11ca5878,u_15528,1700043344.2526898
dev_05771b73,u_266,1700043499.60018
ip_95.43.156.156,u_266,1700043499.60018
card_6c7a3287,u_266,1700043499.60018
dev_b68175e2,u_17549,1700043603.4541445
ip_100.198.42.184,u_17549,1700043603.4541445
card_1367b448,u_17549,1700043603.4541445
dev_e6915bec,u_49737,1700043658.98043
ip_114.212.48.209,u_49737,1700043658.98043
card_77971594,u_49737,1700043658.98043
dev_ad68f05a,u_823,1700043803.916756
ip_128.6.24.242,u_823,1700043803.916756
card_d4d86354,u_823,1700043803.916756
dev_a0de1506,u_883,1700043885.0354447
ip_32.147.174.140,u_883,1700043885.0354447
card_3f5448a5,u_883,1700043885.0354447
dev_e4ce8e94,u_26865,1700044802.2253697
ip_81.170.187.106,u_26865,1700044802.2253697
card_e1e6a4f4,u_26865,1700044802.2253697
dev_e871a720,u_6267,1700045093.8655677
ip_45.75.78.26,u_6267,1700045093.8655677
card_fe5d3f75,u_6267,1700045093.8655677
dev_bd950419,u_102,1700045481.4674323
ip_87.179.188.148,u_102,1700045481.4674323
card_3d57b6f0,u_102,1700045481.4674323
dev_cfdcc0dd,u_51044,1700045505.07689
ip_59.B.B.B,u_51044,1700045505.07689
card_3a0ba1f0,u_51044,1700045505.07689
dev_43b8ed42,u_32477,1700045611.2095351
ip_136.59.93.8,u_32477,1700045611.2095351
card_dcae6a08,u_32477,1700045611.2095351
dev_164dcc80,u_17414,1700045676.449471
ip_184.170.13.194,u_17414,1700045676.449471
card_094a3d81,u_17414,1700045676.449471
dev_adf2191d,u_50116,1700045996.4609745
ip_84.F.F.F,u_50116,1700045996.4609745
card_f47bbd36,u_50116,1700045996.4609745
dev_43824c75,u_17955,1700046175.6993217
ip_70.136.177.28,u_17955,1700046175.6993217
card_02248d8a,u_17955,1700046175.6993217
dev_78c02982,u_50751,1700046515.7838843
ip_68.B.B.B,u_50751,1700046515.7838843
card_8a0dd28f,u_50751,1700046515.7838843
dev_be747736,u_50920,1700046616.3587077
ip_237.B.B.B,u_50920,1700046616.3587077
card_6109f28c,u_50920,1700046616.3587077
dev_3b5d10a8,u_13298,1700046684.538496
ip_101.79.19.21,u_13298,1700046684.538496
card_77cad92f,u_13298,1700046684.538496
dev_a8c38b8b,u_3568,1700047641.4572423
ip_248.37.96.139,u_3568,1700047641.4572423
card_3e2005d6,u_3568,1700047641.4572423
dev_b813913e,u_31057,1700047810.0362403
ip_97.236.165.253,u_31057,1700047810.0362403
card_6617ee74,u_31057,1700047810.0362403
dev_35a33817,u_13692,1700048016.7039926
ip_38.66.185.116,u_13692,1700048016.7039926
card_c8baad0d,u_13692,1700048016.7039926
dev_0c892e1a,u_1825,1700048283.2792819
ip_50.76.115.46,u_1825,1700048283.2792819
card_3356f608,u_1825,1700048283.2792819
