user_id,is_fraud,ring_type,ring_id
u_287,0,none,-1
u_288,0,none,-1
u_289,0,none,-1
u_290,0,none,-1
u_291,0,none,-1
u_292,0,none,-1
u_293,0,none,-1
u_294,0,none,-1
u_295,0,none,-1
u_296,0,none,-1
u_297,0,none,-1
u_298,0,none,-1
u_299,0,none,-1
u_300,0,none,-1
u_301,0,none,-1
u_302,0,none,-1
u_303,0,none,-1
u_304,0,none,-1
u_305,0,none,-1
u_306,0,none,-1
u_307,0,none,-1
u_308,0,none,-1
u_309,0,none,-1
u_310,0,none,-1
u_311,0,none,-1
u_312,0,none,-1
u_313,0,none,-1
u_314,0,none,-1
u_315,0,none,-1
u_316,0,none,-1
u_317,0,none,-1
u_318,0,none,-1
u_319,0,none,-1
u_320,0,none,-1
u_321,0,none,-1
u_322,0,none,-1
u_323,0,none,-1
u_324,0,none,-1
u_325,0,none,-1
u_326,0,none,-1
u_327,0,none,-1
u_328,0,none,-1
u_329,0,none,-1
u_330,0,none,-1
u_331,0,none,-1
u_332,0,none,-1
u_333,0,none,-1
u_334,0,none,-1
u_335,0,none,-1
u_336,0,none,-1
u_337,0,none,-1
u_338,0,none,-1
u_339,0,none,-1
u_340,0,none,-1
u_341,0,none,-1
u_342,0,none,-1
u_343,0,none,-1
u_344,0,none,-1
u_345,0,none,-1
u_346,0,none,-1
u_347,0,none,-1
u_348,0,none,-1
u_349,0,none,-1
u_350,0,none,-1
u_351,0,none,-1
u_352,0,none,-1
u_353,0,none,-1
u_354,0,none,-1
u_355,0,none,-1
u_356,0,none,-1
u_357,0,none,-1
u_358,0,none,-1
u_359,0,none,-1
u_360,0,none,-1
u_361,0,none,-1
u_362,0,none,-1
u_363,0,none,-1
u_364,0,none,-1
u_365,0,none,-1
u_366,0,none,-1
u_367,0,none,-1
u_368,0,none,-1
u_369,0,none,-1
u_370,0,none,-1
u_371,0,none,-1
u_372,0,none,-1
u_373,0,none,-1
u_374,0,none,-1
u_375,0,none,-1
u_376,0,none,-1
u_377,0,none,-1
u_378,0,none,-1
u_379,0,none,-1
u_380,0,none,-1
u_381,0,none,-1
u_382,0,none,-1
u_383,0,none,-1
u_384,0,none,-1
u_385,0,none,-1
u_386,0,none,-1
u_387,0,none,-1
u_388,0,none,-1
u_389,0,none,-1
u_390,0,none,-1
u_391,0,none,-1
u_392,0,none,-1
u_393,0,none,-1
u_394,0,none,-1
u_395,0,none,-1
u_396,0,none,-1
u_397,0,none,-1
u_398,0,none,-1
u_399,0,none,-1
u_400,0,none,-1
u_401,0,none,-1
u_402,0,none,-1
u_403,0,none,-1
u_404,0,none,-1
u_405,0,none,-1
u_406,0,none,-1
u_407,0,none,-1
u_408,0,none,-1
u_409,0,none,-1
u_410,0,none,-1
u_411,0,none,-1
u_412,0,none,-1
u_413,0,none,-1
u_414,0,none,-1
u_415,0,none,-1
u_416,0,none,-1
u_417,0,none,-1
u_418,0,none,-1
u_419,0,none,-1
u_420,0,none,-1
u_421,0,none,-1
u_422,0,none,-1
u_423,0,none,-1
u_424,0,none,-1
u_425,0,none,-1
u_426,0,none,-1
u_427,0,none,-1
u_428,0,none,-1
u_429,0,none,-1
u_430,0,none,-1
u_431,0,none,-1
u_432,0,none,-1
u_433,0,none,-1
u_434,0,none,-1
u_435,0,none,-1
u_436,0,none,-1
u_437,0,none,-1
u_438,0,none,-1
u_439,0,none,-1
u_440,0,none,-1
u_441,0,none,-1
u_442,0,none,-1
u_443,0,none,-1
u_444,0,none,-1
u_445,0,none,-1
u_446,0,none,-1
u_447,0,none,-1
u_448,0,none,-1
u_449,0,none,-1
u_450,0,none,-1
u_451,0,none,-1
u_452,0,none,-1
u_453,0,none,-1
u_454,0,none,-1
u_455,0,none,-1
u_456,0,none,-1
u_457,0,none,-1
u_458,0,none,-1
u_459,0,none,-1
u_460,0,none,-1
u_461,0,none,-1
u_462,0,none,-1
u_463,0,none,-1
u_464,0,none,-1
u_465,0,none,-1
u_466,0,none,-1
u_467,0,none,-1
u_468,0,none,-1
u_469,0,none,-1
u_470,0,none,-1
u_471,0,none,-1
u_472,0,none,-1
u_473,0,none,-1
u_474,0,none,-1
u_475,0,none,-1
u_476,0,none,-1
u_477,0,none,-1
u_478,0,none,-1
u_479,0,none,-1
u_480,0,none,-1
u_481,0,none,-1
u_482,0,none,-1
u_483,0,none,-1
u_484,0,none,-1
u_485,0,none,-1
u_486,0,none,-1
u_487,0,none,-1
u_488,0,none,-1
u_489,0,none,-1
u_490,0,none,-1
u_491,0,none,-1
u_492,0,none,-1
u_493,0,none,-1
u_494,0,none,-1
u_495,0,none,-1
u_496,0,none,-1
u_497,0,none,-1
u_498,0,none,-1
u_499,0,none,-1
u_500,0,none,-1
u_501,0,none,-1
u_502,0,none,-1
u_503,0,none,-1
u_504,0,none,-1
u_505,0,none,-1
u_506,0,none,-1
u_507,0,none,-1
u_508,0,none,-1
u_509,0,none,-1
u_510,0,none,-1
u_511,0,none,-1
u_512,0,none,-1
u_513,0,none,-1
u_514,0,none,-1
u_515,0,none,-1
u_516,0,none,-1
u_517,0,none,-1
u_518,0,none,-1
u_519,0,none,-1
u_520,0,none,-1
u_521,0,none,-1
u_522,0,none,-1
u_523,0,none,-1
u_524,0,none,-1
u_525,0,none,-1
u_526,0,none,-1
u_527,0,none,-1
u_528,0,none,-1
u_529,0,none,-1
u_530,0,none,-1
u_531,0,none,-1
u_532,0,none,-1
u_533,0,none,-1
u_534,0,none,-1
u_535,0,none,-1
u_536,0,none,-1
u_537,0,none,-1
u_538,0,none,-1
u_539,0,none,-1
u_540,0,none,-1
u_541,0,none,-1
u_542,0,none,-1
u_543,0,none,-1
u_544,0,none,-1
u_545,0,none,-1
u_546,0,none,-1
u_547,0,none,-1
u_548,0,none,-1
u_549,0,none,-1
u_550,0,none,-1
u_551,0,none,-1
u_552,0,none,-1
u_553,0,none,-1
u_554,0,none,-1
u_555,0,none,-1
u_556,0,none,-1
u_557,0,none,-1
u_558,0,none,-1
u_559,0,none,-1
u_560,0,none,-1
u_561,0,none,-1
u_562,0,none,-1
u_563,0,none,-1
u_564,0,none,-1
u_565,0,none,-1
u_566,0,none,-1
u_567,0,none,-1
u_568,0,none,-1
u_569,0,none,-1
u_570,0,none,-1
u_571,0,none,-1
u_572,0,none,-1
u_573,0,none,-1
u_574,0,none,-1
u_575,0,none,-1
u_576,0,none,-1
u_577,0,none,-1
u_578,0,none,-1
u_579,0,none,-1
u_580,0,none,-1
u_581,0,none,-1
u_582,0,none,-1
u_583,0,none,-1
u_584,0,none,-1
u_585,0,none,-1
u_586,0,none,-1
u_587,0,none,-1
u_588,0,none,-1
u_589,0,none,-1
u_590,0,none,-1
u_591,0,none,-1
u_592,0,none,-1
u_593,0,none,-1
u_594,0,none,-1
u_595,0,none,-1
u_596,0,none,-1
u_597,0,none,-1
u_598,0,none,-1
u_599,0,none,-1
u_600,0,none,-1
u_601,0,none,-1
u_602,0,none,-1
u_603,0,none,-1
u_604,0,none,-1
u_605,0,none,-1
u_606,0,none,-1
u_607,0,none,-1
u_608,0,none,-1
u_609,0,none,-1
u_610,0,none,-1
u_611,0,none,-1
u_612,0,none,-1
u_613,0,none,-1
u_614,0,none,-1
u_615,0,none,-1
u_616,0,none,-1
u_617,0,none,-1
u_618,0,none,-1
u_619,0,none,-1
u_620,0,none,-1
u_621,0,none,-1
u_622,0,none,-1
u_623,0,none,-1
u_624,0,none,-1
u_625,0,none,-1
u_626,0,none,-1
u_627,0,none,-1
u_628,0,none,-1
u_629,0,none,-1
u_630,0,none,-1
u_631,0,none,-1
u_632,0,none,-1
u_633,0,none,-1
u_634,0,none,-1
u_635,0,none,-1
u_636,0,none,-1
u_637,0,none,-1
u_638,0,none,-1
u_639,0,none,-1
u_640,0,none,-1
u_641,0,none,-1
u_642,0,none,-1
u_643,0,none,-1
u_644,0,none,-1
u_645,0,none,-1
u_646,0,none,-1
u_647,0,none,-1
u_648,0,none,-1
u_649,0,none,-1
u_650,0,none,-1
u_651,0,none,-1
u_652,0,none,-1
u_653,0,none,-1
u_654,0,none,-1
u_655,0,none,-1
u_656,0,none,-1
u_657,0,none,-1
u_658,0,none,-1
u_659,0,none,-1
u_660,0,none,-1
u_661,0,none,-1
u_662,0,none,-1
u_663,0,none,-1
u_664,0,none,-1
u_665,0,none,-1
u_666,0,none,-1
u_667,0,none,-1
u_668,0,none,-1
u_669,0,none,-1
u_670,0,none,-1
u_671,0,none,-1
u_672,0,none,-1
u_673,0,none,-1
u_674,0,none,-1
u_675,0,none,-1
u_676,0,none,-1
u_677,0,none,-1
u_678,0,none,-1
u_679,0,none,-1
u_680,0,none,-1
u_681,0,none,-1
u_682,0,none,-1
u_683,0,none,-1
u_684,0,none,-1
u_685,0,none,-1
u_686,0,none,-1
u_687,0,none,-1
u_688,0,none,-1
u_689,0,none,-1
u_690,0,none,-1
u_691,0,none,-1
u_692,0,none,-1
u_693,0,none,-1
u_694,0,none,-1
u_695,0,none,-1
u_696,0,none,-1
u_697,0,none,-1
u_698,0,none,-1
u_699,0,none,-1
u_700,0,none,-1
u_701,0,none,-1
u_702,0,none,-1
u_703,0,none,-1
u_704,0,none,-1
u_705,0,none,-1
u_706,0,none,-1
u_707,0,none,-1
u_708,0,none,-1
u_709,0,none,-1
u_710,0,none,-1
u_711,0,none,-1
u_712,0,none,-1
u_713,0,none,-1
u_714,0,none,-1
u_715,0,none,-1
u_716,0,none,-1
u_717,0,none,-1
u_718,0,none,-1
u_719,0,none,-1
u_720,0,none,-1
u_721,0,none,-1
u_722,0,none,-1
u_723,0,none,-1
u_724,0,none,-1
u_725,0,none,-1
u_726,0,none,-1
u_727,0,none,-1
u_728,0,none,-1
u_729,0,none,-1
u_730,0,none,-1
u_731,0,none,-1
u_732,0,none,-1
u_733,0,none,-1
u_734,0,none,-1
u_735,0,none,-1
u_736,0,none,-1
u_737,0,none,-1
u_738,0,none,-1
u_739,0,none,-1
u_740,0,none,-1
u_741,0,none,-1
u_742,0,none,-1
u_743,0,none,-1
u_744,0,none,-1
u_745,0,none,-1
u_746,0,none,-1
u_747,0,none,-1
u_748,0,none,-1
u_749,0,none,-1
u_750,0,none,-1
u_751,0,none,-1
u_752,0,none,-1
u_753,0,none,-1
u_754,0,none,-1
u_755,0,none,-1
u_756,0,none,-1
u_757,0,none,-1
u_758,0,none,-1
u_759,0,none,-1
u_760,0,none,-1
u_761,0,none,-1
u_762,0,none,-1
u_763,0,none,-1
u_764,0,none,-1
u_765,0,none,-1
u_766,0,none,-1
u_767,0,none,-1
u_768,0,none,-1
u_769,0,none,-1
u_770,0,none,-1
u_771,0,none,-1
u_772,0,none,-1
u_773,0,none,-1
u_774,0,none,-1
u_775,0,none,-1
u_776,0,none,-1
u_777,0,none,-1
u_778,0,none,-1
u_779,0,none,-1
u_780,0,none,-1
u_781,0,none,-1
u_782,0,none,-1
u_783,0,none,-1
u_784,0,none,-1
u_785,0,none,-1
u_786,0,none,-1
u_787,0,none,-1
u_788,0,none,-1
u_789,0,none,-1
u_790,0,none,-1
u_791,0,none,-1
u_792,0,none,-1
u_793,0,none,-1
u_794,0,none,-1
u_795,0,none,-1
u_796,0,none,-1
u_797,0,none,-1
u_798,0,none,-1
u_799,0,none,-1
u_800,0,none,-1
u_801,0,none,-1
u_802,0,none,-1
u_803,0,none,-1
u_804,0,none,-1
u_805,0,none,-1
u_806,0,none,-1
u_807,0,none,-1
u_808,0,none,-1
u_809,0,none,-1
u_810,0,none,-1
u_811,0,none,-1
u_812,0,none,-1
u_813,0,none,-1
u_814,0,none,-1
u_815,0,none,-1
u_816,0,none,-1
u_817,0,none,-1
u_818,0,none,-1
u_819,0,none,-1
u_820,0,none,-1
u_821,0,none,-1
u_822,0,none,-1
u_823,0,none,-1
u_824,0,none,-1
u_825,0,none,-1
u_826,0,none,-1
u_827,0,none,-1
u_828,0,none,-1
u_829,0,none,-1
u_830,0,none,-1
u_831,0,none,-1
u_832,0,none,-1
u_833,0,none,-1
u_834,0,none,-1
u_835,0,none,-1
u_836,0,none,-1
u_837,0,none,-1
u_838,0,none,-1
u_839,0,none,-1
u_840,0,none,-1
u_841,0,none,-1
u_842,0,none,-1
u_843,0,none,-1
u_844,0,none,-1
u_845,0,none,-1
u_846,0,none,-1
u_847,0,none,-1
u_848,0,none,-1
u_849,0,none,-1
u_850,0,none,-1
u_851,0,none,-1
u_852,0,none,-1
u_853,0,none,-1
u_854,0,none,-1
u_855,0,none,-1
u_856,0,none,-1
u_857,0,none,-1
u_858,0,none,-1
u_859,0,none,-1
u_860,0,none,-1
u_861,0,none,-1
u_862,0,none,-1
u_863,0,none,-1
u_864,0,none,-1
u_865,0,none,-1
u_866,0,none,-1
u_867,0,none,-1
u_868,0,none,-1
u_869,0,none,-1
u_870,0,none,-1
u_871,0,none,-1
u_872,0,none,-1
u_873,0,none,-1
u_874,0,none,-1
u_875,0,none,-1
u_876,0,none,-1
u_877,0,none,-1
u_878,0,none,-1
u_879,0,none,-1
u_880,0,none,-1
u_881,0,none,-1
u_882,0,none,-1
u_883,0,none,-1
u_884,0,none,-1
u_885,0,none,-1
u_886,0,none,-1
u_887,0,none,-1
u_888,0,none,-1
u_889,0,none,-1
u_890,0,none,-1
u_891,0,none,-1
u_892,0,none,-1
u_893,0,none,-1
u_894,0,none,-1
u_895,0,none,-1
u_896,0,none,-1
u_897,0,none,-1
u_898,0,none,-1
u_899,0,none,-1
u_900,0,none,-1
u_901,0,none,-1
u_902,0,none,-1
u_903,0,none,-1
u_904,0,none,-1
u_905,0,none,-1
u_906,0,none,-1
u_907,0,none,-1
u_908,0,none,-1
u_909,0,none,-1
u_910,0,none,-1
u_911,0,none,-1
u_912,0,none,-1
u_913,0,none,-1
u_914,0,none,-1
u_915,0,none,-1
u_916,0,none,-1
u_917,0,none,-1
u_918,0,none,-1
u_919,0,none,-1
u_920,0,none,-1
u_921,0,none,-1
u_922,0,none,-1
u_923,0,none,-1
u_924,0,none,-1
u_925,0,none,-1
u_926,0,none,-1
u_927,0,none,-1
u_928,0,none,-1
u_929,0,none,-1
u_930,0,none,-1
u_931,0,none,-1
u_932,0,none,-1
u_933,0,none,-1
u_934,0,none,-1
u_935,0,none,-1
u_936,0,none,-1
u_937,0,none,-1
u_938,0,none,-1
u_939,0,none,-1
u_940,0,none,-1
u_941,0,none,-1
u_942,0,none,-1
u_943,0,none,-1
u_944,0,none,-1
u_945,0,none,-1
u_946,0,none,-1
u_947,0,none,-1
u_948,0,none,-1
u_949,0,none,-1
u_950,0,none,-1
u_951,0,none,-1
u_952,0,none,-1
u_953,0,none,-1
u_954,0,none,-1
u_955,0,none,-1
u_956,0,none,-1
u_957,0,none,-1
u_958,0,none,-1
u_959,0,none,-1
u_960,0,none,-1
u_961,0,none,-1
u_962,0,none,-1
u_963,0,none,-1
u_964,0,none,-1
u_965,0,none,-1
u_966,0,none,-1
u_967,0,none,-1
u_968,0,none,-1
u_969,0,none,-1
u_970,0,none,-1
u_971,0,none,-1
u_972,0,none,-1
u_973,0,none,-1
u_974,0,none,-1
u_975,0,none,-1
u_976,0,none,-1
u_977,0,none,-1
u_978,0,none,-1
u_979,0,none,-1
u_980,0,none,-1
u_981,0,none,-1
u_982,0,none,-1
u_983,0,none,-1
u_984,0,none,-1
u_985,0,none,-1
u_986,0,none,-1
u_987,0,none,-1
u_988,0,none,-1
u_989,0,none,-1
u_990,0,none,-1
u_991,0,none,-1
u_992,0,none,-1
u_993,0,none,-1
u_994,0,none,-1
u_995,0,none,-1
u_996,0,none,-1
u_997,0,none,-1
u_998,0,none,-1
u_999,0,none,-1
u_1000,0,none,-1
u_1001,0,none,-1
u_1002,0,none,-1
u_1003,0,none,-1
u_1004,0,none,-1
u_1005,0,none,-1
u_1006,0,none,-1
u_1007,0,none,-1
u_1008,0,none,-1
u_1009,0,none,-1
u_1010,0,none,-1
u_1011,0,none,-1
u_1012,0,none,-1
u_1013,0,none,-1
u_1014,0,none,-1
u_1015,0,none,-1
u_1016,0,none,-1
u_1017,0,none,-1
u_1018,0,none,-1
u_1019,0,none,-1
u_1020,0,none,-1
u_1021,0,none,-1
u_1022,0,none,-1
u_1023,0,none,-1
u_1024,0,none,-1
u_1025,0,none,-1
u_1026,0,none,-1
u_1027,0,none,-1
u_1028,0,none,-1
u_1029,0,none,-1
u_1030,0,none,-1
u_1031,0,none,-1
u_1032,0,none,-1
u_1033,0,none,-1
u_1034,0,none,-1
u_1035,0,none,-1
u_1036,0,none,-1
u_1037,0,none,-1
u_1038,0,none,-1
u_1039,0,none,-1
u_1040,0,none,-1
u_1041,0,none,-1
u_1042,0,none,-1
u_1043,0,none,-1
u_1044,0,none,-1
u_1045,0,none,-1
u_1046,0,none,-1
u_1047,0,none,-1
u_1048,0,none,-1
u_1049,0,none,-1
u_1050,0,none,-1
u_1051,0,none,-1
u_1052,0,none,-1
u_1053,0,none,-1
u_1054,0,none,-1
u_1055,0,none,-1
u_1056,0,none,-1
u_1057,0,none,-1
u_1058,0,none,-1
u_1059,0,none,-1
u_1060,0,none,-1
u_1061,0,none,-1
u_1062,0,none,-1
u_1063,0,none,-1
u_1064,0,none,-1
u_1065,0,none,-1
u_1066,0,none,-1
u_1067,0,none,-1
u_1068,0,none,-1
u_1069,0,none,-1
u_1070,0,none,-1
u_1071,0,none,-1
u_1072,0,none,-1
u_1073,0,none,-1
u_1074,0,none,-1
u_1075,0,none,-1
u_1076,0,none,-1
u_1077,0,none,-1
u_1078,0,none,-1
u_1079,0,none,-1
u_1080,0,none,-1
u_1081,0,none,-1
u_1082,0,none,-1
u_1083,0,none,-1
u_1084,0,none,-1
u_1085,0,none,-1
u_1086,0,none,-1
u_1087,0,none,-1
u_1088,0,none,-1
u_1089,0,none,-1
u_1090,0,none,-1
u_1091,0,none,-1
u_1092,0,none,-1
u_1093,0,none,-1
u_1094,0,none,-1
u_1095,0,none,-1
u_1096,0,none,-1
u_1097,0,none,-1
u_1098,0,none,-1
u_1099,0,none,-1
u_1100,0,none,-1
u_1101,0,none,-1
u_1102,0,none,-1
u_1103,0,none,-1
u_1104,0,none,-1
u_1105,0,none,-1
u_1106,0,none,-1
u_1107,0,none,-1
u_1108,0,none,-1
u_1109,0,none,-1
u_1110,0,none,-1
u_1111,0,none,-1
u_1112,0,none,-1
u_1113,0,none,-1
u_1114,0,none,-1
u_1115,0,none,-1
u_1116,0,none,-1
u_1117,0,none,-1
u_1118,0,none,-1
u_1119,0,none,-1
u_1120,0,none,-1
u_1121,0,none,-1
u_1122,0,none,-1
u_1123,0,none,-1
u_1124,0,none,-1
u_1125,0,none,-1
u_1126,0,none,-1
u_1127,0,none,-1
u_1128,0,none,-1
u_1129,0,none,-1
u_1130,0,none,-1
u_1131,0,none,-1
u_1132,0,none,-1
u_1133,0,none,-1
u_1134,0,none,-1
u_1135,0,none,-1
u_1136,0,none,-1
u_1137,0,none,-1
u_1138,0,none,-1
u_1139,0,none,-1
u_1140,0,none,-1
u_1141,0,none,-1
u_1142,0,none,-1
u_1143,0,none,-1
u_1144,0,none,-1
u_1145,0,none,-1
u_1146,0,none,-1
u_1147,0,none,-1
u_1148,0,none,-1
u_1149,0,none,-1
u_1150,0,none,-1
u_1151,0,none,-1
u_1152,0,none,-1
u_1153,0,none,-1
u_1154,0,none,-1
u_1155,0,none,-1
u_1156,0,none,-1
u_1157,0,none,-1
u_1158,0,none,-1
u_1159,0,none,-1
u_1160,0,none,-1
u_1161,0,none,-1
u_1162,0,none,-1
u_1163,0,none,-1
u_1164,0,none,-1
u_1165,0,none,-1
u_1166,0,none,-1
u_1167,0,none,-1
u_1168,0,none,-1
u_1169,0,none,-1
u_1170,0,none,-1
u_1171,0,none,-1
u_1172,0,none,-1
u_1173,0,none,-1
u_1174,0,none,-1
u_1175,0,none,-1
u_1176,0,none,-1
u_1177,0,none,-1
u_1178,0,none,-1
u_1179,0,none,-1
u_1180,0,none,-1
u_1181,0,none,-1
u_1182,0,none,-1
u_1183,0,none,-1
u_1184,0,none,-1
u_1185,0,none,-1
u_1186,0,none,-1
u_1187,0,none,-1
u_1188,0,none,-1
u_1189,0,none,-1
u_1190,0,none,-1
u_1191,0,none,-1
u_1192,0,none,-1
u_1193,0,none,-1
u_1194,0,none,-1
u_1195,0,none,-1
u_1196,0,none,-1
u_1197,0,none,-1
u_1198,0,none,-1
u_1199,0,none,-1
u_1200,0,none,-1
u_1201,0,none,-1
u_1202,0,none,-1
u_1203,0,none,-1
u_1204,0,none,-1
u_1205,0,none,-1
u_1206,0,none,-1
u_1207,0,none,-1
u_1208,0,none,-1
u_1209,0,none,-1
u_1210,0,none,-1
u_1211,0,none,-1
u_1212,0,none,-1
u_1213,0,none,-1
u_1214,0,none,-1
u_1215,0,none,-1
u_1216,0,none,-1
u_1217,0,none,-1
u_1218,0,none,-1
u_1219,0,none,-1
u_1220,0,none,-1
u_1221,0,none,-1
u_1222,0,none,-1
u_1223,0,none,-1
u_1224,0,none,-1
u_1225,0,none,-1
u_1226,0,none,-1
u_1227,0,none,-1
u_1228,0,none,-1
u_1229,0,none,-1
u_1230,0,none,-1
u_1231,0,none,-1
u_1232,0,none,-1
u_1233,0,none,-1
u_1234,0,none,-1
u_1235,0,none,-1
u_1236,0,none,-1
u_1237,0,none,-1
u_1238,0,none,-1
u_1239,0,none,-1
u_1240,0,none,-1
u_1241,0,none,-1
u_1242,0,none,-1
u_1243,0,none,-1
u_1244,0,none,-1
u_1245,0,none,-1
